0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 
0.114792, 0.956598, 0.267848, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 16.681677 
0.229584, 1.913197, 0.535695, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 30.027020 
0.344375, 2.869795, 0.803543, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 40.703293 
0.459167, 3.826394, 1.071390, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 49.244312 
0.573959, 4.782992, 1.339238, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 56.077126 
0.688751, 5.739590, 1.607085, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 61.543377 
0.803543, 6.696188, 1.874933, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 65.916382 
0.918334, 7.652787, 2.142780, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 69.414780 
1.033126, 8.609385, 2.410628, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 72.213501 
1.147918, 9.565984, 2.678475, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 74.452477 
1.262710, 10.522582, 2.946323, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 76.243660 
1.377502, 11.479180, 3.214170, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 77.676605 
1.492293, 12.435779, 3.482018, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 78.822960 
1.607085, 13.392377, 3.749866, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.740044 
1.721877, 14.348975, 4.017713, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 80.473709 
1.836669, 15.305573, 4.285561, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 81.060646 
1.951461, 16.262173, 4.553408, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 81.530197 
2.066252, 17.218771, 4.821256, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 81.905838 
2.181044, 18.175369, 5.089103, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.206345 
2.295836, 19.131968, 5.356951, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.446754 
