2.410628, 20.088566, 5.624798, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.639084 
2.525420, 21.045164, 5.892646, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.792946 
2.640212, 22.001762, 6.160493, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.916031 
2.755003, 22.958361, 6.428341, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 83.014503 
2.869795, 23.914959, 6.696188, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 83.093277 
2.984587, 24.871557, 6.964036, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 83.156296 
3.474953, 24.062664, 6.639640, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 82.315063 
3.965319, 23.253771, 6.315245, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 81.642082 
4.455686, 22.444878, 5.990849, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 81.103699 
4.946052, 21.635984, 5.666453, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 80.672989 
5.436418, 20.827091, 5.342058, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 80.328423 
5.926784, 20.018198, 5.017662, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 80.052765 
6.417150, 19.209305, 4.693266, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.832245 
6.907516, 18.400412, 4.368871, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.655823 
7.397882, 17.591518, 4.044475, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.514687 
7.888247, 16.782625, 3.720079, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.401779 
8.378613, 15.973732, 3.395684, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.311455 
8.868979, 15.164839, 3.071288, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.239197 
9.359345, 14.355946, 2.746892, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.181389 
9.849711, 13.547052, 2.422497, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.135139 
10.340077, 12.738159, 2.098101, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.098145 
10.830443, 11.929266, 1.773705, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.068542 
11.320809, 11.120373, 1.449310, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.044861 
11.811175, 10.311480, 1.124914, 3.000000, 25.000000, 7.000000, 12.000000, 10.000000, 1.000000, 1.000000, 79.025917 
